candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity
P40_TJBS_T_000202,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,-20,20,-20,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000203,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,8,0,-20,0,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000204,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,10,-40,20,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000205,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,-40,40,0,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000206,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,20,10,-20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000207,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,0,-10,10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000208,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,0,20,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000209,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,-20,-20,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000210,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,40,0,10,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000211,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,-10,0,-20,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000212,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,2,-10,20,-10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000213,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,40,-20,10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000214,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,4,-40,-40,0,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000215,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,10,40,-20,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000216,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,4,20,-20,-10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000217,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,8,0,20,10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000218,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,10,10,20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000219,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,-40,-10,0,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000220,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,8,-40,-10,-20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000221,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,4,10,10,0,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000222,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,6,-10,40,20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000223,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,2,40,-40,-10,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000224,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,4,10,10,0,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000225,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,-40,-20,20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000226,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,20,-40,10,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000227,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,-10,40,-10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000228,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,8,-10,20,-10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000229,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,40,-20,20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000230,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,6,-20,0,0,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000231,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,2,0,0,-20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000232,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,6,40,-10,-20,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000233,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,2,-10,10,10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000234,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,10,40,20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000235,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,4,-40,-40,-10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000236,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,-40,-20,-20,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000237,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,6,10,20,0,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000238,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,0,10,20,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000239,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,20,-10,-10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000240,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,-20,40,0,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000241,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,0,-40,-20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000242,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,-10,-20,-10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000243,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,40,20,10,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000244,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,6,20,0,10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000245,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,2,-10,0,-20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000246,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,8,20,-20,0,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000247,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,4,-40,20,20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000248,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,8,0,-40,20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000249,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,4,20,40,-10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000250,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,-40,10,-20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000251,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,10,-10,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000252,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,4,10,-10,20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000253,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,8,-20,0,0,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000254,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,40,20,-20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000255,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,6,-20,-20,10,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000256,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,0,0,-10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000257,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,4,-20,0,20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000258,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,40,20,10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000259,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,-10,-20,-20,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000260,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,4,-10,-40,0,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000261,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,8,20,40,20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000262,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,2,-40,10,10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000263,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,6,10,-10,-20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000264,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,20,10,-20,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000265,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,0,-10,0,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000266,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,10,-20,10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000267,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,-40,20,-10,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000268,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,-40,40,-20,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000269,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,10,-40,10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000270,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,-10,-10,20,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000271,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,40,10,0,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000272,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,-40,-20,10,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000273,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,20,20,-20,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000274,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,-10,0,-10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000275,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,20,0,20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000276,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,40,-20,0,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000277,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,6,-10,20,-20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000278,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,0,40,-10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000279,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,-20,-40,20,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000280,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,-20,20,20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000281,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,40,-20,0,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000282,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,2,-20,0,-10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000283,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,10,10,10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000284,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,8,10,10,20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000285,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,-40,-10,-10,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000286,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,20,-40,-20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000287,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,2,0,40,0,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000288,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,-20,-10,10,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000289,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,0,10,-10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000290,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,-10,40,0,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000291,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,40,-40,20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000292,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,8,20,-40,0,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000293,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,4,-10,40,-20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000294,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,20,0,-10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000295,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,2,-40,0,20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000296,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,0,10,20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000297,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,2,20,-10,-10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000298,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,8,-40,-40,-20,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000299,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,4,10,40,10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000300,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,0,20,10,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000301,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,6,-20,-20,-10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000302,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,40,-10,-20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000303,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,-20,10,0,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000304,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,10,-40,-10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000305,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,-40,40,10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000306,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,40,20,0,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000307,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,-10,-20,-20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000308,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,-10,0,0,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000309,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,2,40,0,20,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000310,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,-20,20,10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000311,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,0,-20,-20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000312,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,40,40,-20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000313,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,4,-10,-40,10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000314,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,6,10,-10,20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000315,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,2,-20,10,-10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000316,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,-40,10,-10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000317,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,10,-10,10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000318,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,0,-20,20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000319,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,6,20,20,0,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
